CUI,Phrase,Type
C0149514,acute bronchitis (diagnosis),SY
C0151786,Muscle Weakness,PT
C0151786,WEAKNESS MUSCLE,SY
C0151786,Weakness muscle,SY
C0151786,Muscle weakness,SY
C0151786,MUSCLE WEAKNESS,SY
C0151786,muscle weakness,SY
C0151786,muscle; weakness,SY
C0151786,Muscle Weaknesses,SY
C0151786,Weaknesses,SY
C0151786,Muscle,SY
C0151786,muscle weaknesses,SY
C0151786,Muscle weakness NOS,SY
C0151786,Weakness;muscle(s),SY
C0151786,Weakness,SY
C0151786,Decreased muscle strength,SY
C0151786,decreased muscle strength,SY
C0151786,Decrease in muscle strength,SY
C0151786,Muscular Weakness,SY
C0151786,MUSCULAR WEAKNESS,SY
C0151786,muscular weakness,SY
C0151786,Muscular weakness,SY
C0151786,Muscular Weaknesses,SY
C0151786,Muscular,SY
C0151786,Muscle strength reduced,SY
C0151786,Muscle weakness (finding),SY
C0151786,muscle weakness (symptom),SY
C0152029,Congestion of nasal sinus,PT
C0152029,NASAL SINUS CONGESTION,SY
C0152029,Nasal sinus congestion,SY
C0152029,Sinus congestion,SY
C0152029,Congestion;sinus,SY
C0152029,SINUS CONGESTION,SY
C0152029,sinus congestion,SY
C0152029,Congestion of nasal sinus (disorder),SY
C0152029,Sinus congestion (finding),SY
C0152031,Joint swelling,PT
C0152031,swelling joint,SY
C0152031,Swelling,SY
C0152031,JOINT SWELLING,SY
C0152031,joint swelling,SY
C0152031,Joint Swelling,SY
C0152031,SWOLLEN JOINT,SY
C0152031,SWOLLEN JOINTS,SY
C0152031,Swollen joint,SY
C0152031,joints swelling,SY
C0152031,joints swollen,SY
C0152031,swell joint,SY
C0152031,swollen joint,SY
C0152031,Swelling of Joint,SY
C0152031,Swollen joints,SY
C0152031,JOINT SWOLLEN,SY
C0152031,Swollen;joint(s),SY
C0152031,swollen joints,SY
C0152031,Observation of joint swelling,SY
C0152031,Swelling of joint with or without pain,SY
C0152031,Finding of joint swelling (finding),SY
C0152031,Joint swelling (finding),SY
C0152031,Finding of joint swelling,SY
C0155943,Arthralgia of temporomandibular joint,PT
C0155943,arthralgia of temporomandibular joint,SY
C0155943,Temporomandibular joint arthralgia,SY
C0155943,Temporomandibular joint disorders,SY
C0155943,Temporomandibular joint pain (finding),SY
C0155943,Temporomandibular joint pain,SY
C0155943,joint pain temporomandibular,SY
C0155943,temporomandibular joint pain,SY
C0155943,TEMPOROMANDIBULAR JOINT PAIN,SY
C0155943,pain in temporomandibular joint,SY
C0155943,Arthralgia of temporomandibular joint (disorder),SY
C0155943,arthralgia of TMJ,SY
C0155943,Arthralgia TMJ,SY
C0155943,arthralgia of temporomandibular joint (diagnosis),SY
C0155943,pain in temporomandibular joint (symptom),SY
C0155943,TMJ pain,SY
C0206750,Coronavirus Infections,PT
C0206750,Coronavirus infections,SY
C0206750,Coronavirus Infection,SY
C0206750,Coronavirus,SY
C0206750,Coronavirus infection,SY
C0206750,coronavirus infection,SY
C0206750,coronavirus,SY
C0206750,unspc,SY
C0206750,[X]Coronavirus infection,SY
C0206750,Coronavirus infection (diagnosis),SY
C0206750,Coronavirus infection (disorder),SY
C0206750,unspecified (disorder),SY
C0206750,infection; viral,SY
C0206750,Corona virus infection,SY
C0206750,corona infection virus,SY
C0206750,corona infections virus,SY
C0206750,CORONAVIRUS INFECT,SY
C0206750,INFECT CORONAVIRUS,SY
C0220854,Hyperpnea,PT
C0220854,hyperpnea,SY
C0220854,HYPERPNEA,SY
C0220854,HYPERPNOEA,SY
C0220854,Hyperpnoea,SY
C0220854,hyperpnoea,SY
C0220854,Hyperpneic,SY
C0220854,Overbreathing,SY
C0220854,overbreathing,SY
C0220854,hyperpnea (physical finding),SY
C0220854,Polypnea,SY
C0220854,Polypnoea,SY
C0220854,Hyperpnea (finding) [Ambiguous],SY
C0220854,Hyperpnea (finding),SY
C0221150,Swallowing painful,PT
C0221150,Painful swallowing,SY
C0221150,painful swallowing,SY
C0221150,SWALLOWING PAINFUL,SY
C0221150,painful swallow,SY
C0221150,Odynophagia,SY
C0221150,ODYNOPHAGIA,SY
C0221150,odynophagia,SY
C0221150,Pain on swallowing,SY
C0221150,pain on swallowing,SY
C0221150,PAIN WITH SWALLOWING,SY
C0221150,pain swallowing,SY
C0221150,pain swallow,SY
C0221150,pain with swallowing,SY
C0221150,pains swallowing,SY
C0221150,pains swallow,SY
C0221150,swallowing pain,SY
C0221150,Pain;swallowing,SY
C0221150,Swallowing painful (finding),SY
C0221150,pain on swallowing (symptom),SY
C0221198,Lesion,PT
C0221198,lesion,SY
C0221198,LESION,SY
C0221198,Lesions,SY
C0221198,lesions,SY
C0221198,GROSS LESION,SY
C0221198,Lesion -RETIRED-,SY
C0221198,Lesion (morphologic abnormality),SY
C0221198,Visible Lesion,SY
C0221512,Stomach ache,PT
C0221512,ACHE STOMACH,SY
C0221512,Ache stomach,SY
C0221512,Ache;stomach,SY
C0221512,STOMACH ACHE,SY
C0221512,Stomach Ache,SY
C0221512,stomach ache,SY
C0221512,Belly ache,SY
C0221512,BELLY ACHE,SY
C0221512,Pain gastric,SY
C0221512,GASTRIC PAIN,SY
C0221512,Gastric Pain,SY
C0221512,Gastric pain,SY
C0221512,gastric pain,SY
C0221512,PAIN GASTRIC,SY
C0221512,gastric pains,SY
C0221512,Pain;gastric,SY
C0221512,PAIN STOMACH,SY
C0221512,Pain stomach,SY
C0221512,Pain;stomach,SY
C0221512,pain; stomach,SY
C0221512,STOMACH PAIN,SY
C0221512,Stomach Pain,SY
C0221512,stomach; pain,SY
C0221512,stomach pain,SY
C0221512,Stomach pain/ache,SY
C0221512,Tummy ache,SY
C0221512,Sore tummy,SY
C0221512,stomach pain (diagnosis),SY
C0221512,Stomachache,SY
C0221512,Stomachaches,SY
C0221512,Stomach ache (finding),SY
C0221512,Gastralgia,SY
C0221512,gastralgia,SY
C0221512,gastrodynia,SY
C0231218,Malaise,PT
C0231218,MALAISE,SY
C0231218,malaise,SY
C0231218,Malaise NOS,SY
C0231218,Ill,SY
C0231218,ill,SY
C0231218,Discomfort bodily,SY
C0231218,DISCOMFORT BODILY,SY
C0231218,Vague bodily discomfort,SY
C0231218,Feeling ill,SY
C0231218,ILL FEELING,SY
C0231218,ill feeling,SY
C0231218,feeling ill,SY
C0231218,FEELING BAD,SY
C0231218,feel bad,SY
C0231218,feel ill,SY
C0231218,feeling bad,SY
C0231218,Feeling;ill,SY
C0231218,Feels unwell,SY
C0231218,FEELING UNWELL,SY
C0231218,Feeling unwell,SY
C0231218,Feeling;unwell,SY
C0231218,feeling unwell,SY
C0231218,Vague ill health,SY
C0231218,Feels off-color,SY
C0231218,Feels off-colour,SY
C0231218,[D]Malaise,SY
C0231218,Does not feel right,SY
C0231218,Not feeling great,SY
C0231218,Feels poorly,SY
C0231218,feeling poorly,SY
C0231218,Generally unwell,SY
C0231218,Ill-defined experience,SY
C0231218,Ill defined experience,SY
C0231218,Not feeling well,SY
C0231218,not feeling well,SY
C0231218,General feeling of illness,SY
C0231218,general feeling of illness,SY
C0231218,feeling ill (symptom),SY
C0231218,Feels awful,SY
C0231218,Felt generally ill,SY
C0231218,Generally off-color,SY
C0231218,Generally off-colour,SY
C0231218,Feeling lifeless,SY
C0231218,feeling lifeless,SY
C0231218,Feeling miserable,SY
C0231218,General malaise,SY
C0231218,general malaise,SY
C0231218,MALAISE GENERALIZED,SY
C0231218,Malaise (finding) [Ambiguous],SY
C0231218,Generally unwell [Ambiguous],SY
C0231218,Undifferentiated illness: Vague ill health (finding),SY
C0231218,Undifferentiated illness: Vague ill health,SY
C0231218,[D]Malaise (context-dependent category),SY
C0231218,Feels unwell (finding),SY
C0231218,Generally unwell (finding),SY
C0231218,Malaise (finding),SY
C0231218,Malaise - symptom,SY
C0231218,[D]Malaise (situation),SY
C0231218,feeling poorly (malaise),SY
C0231218,feeling tired or poorly,SY
C0231218,malaise (diagnosis),SY
C0231218,feeling poorly (symptom),SY
C0231218,feeling tired or poorly (symptom),SY
C0231218,Vague bodily discomfort (finding),SY
C0231528,Myalgia,PT
C0231528,MYALGIA,SY
C0231528,myalgia,SY
C0231528,MYALGIAS,SY
C0231528,Myalgia NOS,SY
C0231528,Myalgias,SY
C0231528,myalgias,SY
C0231528,Aching muscles,SY
C0231528,MUSCLE ACHE,SY
C0231528,Muscle ache,SY
C0231528,ache muscles,SY
C0231528,ache muscle,SY
C0231528,aches muscles,SY
C0231528,aches muscle,SY
C0231528,muscle ache,SY
C0231528,muscle aches,SY
C0231528,Muscle aches,SY
C0231528,Muscle discomfort,SY
C0231528,MUSCLE DISCOMFORT,SY
C0231528,muscle discomfort,SY
C0231528,generalized myalgia,SY
C0231528,GENERALIZED MYALGIA,SY
C0231528,Muscle Pain,SY
C0231528,PAIN MUSCLE,SY
C0231528,pain muscle,SY
C0231528,Pain muscle,SY
C0231528,pain; muscle,SY
C0231528,MUSCLE PAIN,SY
C0231528,Muscle pain,SY
C0231528,muscle; pain,SY
C0231528,muscle pain,SY
C0231528,muscle pains,SY
C0231528,muscles pains,SY
C0231528,muscles pain,SY
C0231528,pain muscles,SY
C0231528,pains muscle,SY
C0231528,Pain;muscle(s),SY
C0231528,Muscle pains,SY
C0231528,Muscular pains,SY
C0231528,muscular pains,SY
C0231528,MUSCULAR PAIN,SY
C0231528,muscular pain,SY
C0231528,pain muscular,SY
C0231528,Muscular pain,SY
C0231528,Myalgic,SY
C0231528,myalgic,SY
C0231528,Muscle Soreness,SY
C0231528,MUSCLE SORENESS,SY
C0231528,Muscle soreness,SY
C0231528,muscle soreness,SY
C0231528,Soreness,SY
C0231528,Muscle pain/fibrositis,SY
C0231528,Myalgia unspecified,SY
C0231528,Myodynia,SY
C0231528,myodynia,SY
C0231528,Myoneuralgia,SY
C0231528,Myosalgia,SY
C0231528,Muscle Sorenesses,SY
C0231528,Generalized muscle aches,SY
C0231528,generalized muscle aches,SY
C0231528,Generalised muscle aches,SY
C0231528,PAIN GENERALIZED MUSCLE,SY
C0231528,MUSCLE PAIN GENERALIZED,SY
C0231528,Myalgia (diagnosis),SY
C0231528,myalgia and myositis myalgia,SY
C0231528,Muscle pain (finding),SY
C0231528,Myalgia unspecified (finding),SY
C0231528,muscle aches (symptom),SY
C0231528,generalized (myalgias),SY
C0231528,generalized muscle aches (symptom),SY
C0231832,Respiratory rate,PT
C0231832,Rate,SY
C0231832,Respiratory,SY
C0231832,respiratory rate,SY
C0231832,Respiratory Rate,SY
C0231832,RESPIRATORY RATES,SY
C0231832,Respiratory Rates,SY
C0231832,Rates,SY
C0231832,respiratory rates,SY
C0231832,RESPIRATORY RATES AND RHYTHMS,SY
C0231832,Breathing rate,SY
C0231832,breathing rate,SY
C0231832,Breathing Rate,SY
C0231832,breathing rates,SY
C0231832,RR - Respiratory rate,SY
C0231832,Respiration Rate,SY
C0231832,Respiration rate,SY
C0231832,respiration rate,SY
C0231832,Respiration,SY
C0231832,Respiration Rates,SY
C0231832,rate of respiration,SY
C0231832,rates respiration,SY
C0231832,Rate of respiration,SY
C0231832,BR - Breathing rate,SY
C0231832,Respiratory frequency,SY
C0231832,respiratory frequency,SY
C0231832,21 RESPIRATORY RATES AND RHYTHMS,SY
C0231832,210 RESPIRATORY RATES,SY
C0231832,RESPRATE,SY
C0231832,Rate of respiration (observable entity),SY
C0231832,Respiratory rate (observable entity),SY
C0231832,Breath rate,SY
C0231832,breath rate,SY
C0231832,RESP,SY
C0231832,respiration rate (physical finding),SY
C0231832,RR,SY
C0231835,Tachypnea,PT
C0231835,TACHYPNEA,SY
C0231835,tachypnea,SY
C0231835,TACHYPNOEA,SY
C0231835,Tachypnoea,SY
C0231835,Tachypnea NOS,SY
C0231835,Tachypneas,SY
C0231835,tachypnoea,SY
C0231835,Rapid breathing,SY
C0231835,RAPID BREATHING,SY
C0231835,rapid breathing,SY
C0231835,Increased respiratory rate,SY
C0231835,RESPIRATORY RATE INCREASED,SY
C0231835,Respiratory rate increased,SY
C0231835,Increased,SY
C0231835,increased respiratory rate,SY
C0231835,Increased Respiratory Rate,SY
C0231835,Increase in respiratory rate,SY
C0231835,Tachypneic,SY
C0231835,tachypneic,SY
C0231835,Tachypnoeic,SY
C0231835,[D]Tachypnoea,SY
C0231835,[D]Tachypnea,SY
C0231835,Rapid respiration,SY
C0231835,respiration; rapid,SY
C0231835,rapid respirations,SY
C0231835,Rapid respirations,SY
C0231835,Respiration rate increased,SY
C0231835,RESPIRATION RATE INCREASED,SY
C0231835,Rate Of Respiration,SY
C0231835,Increased respiratory rate or depth of breathing,SY
C0231835,Fast Breathing,SY
C0231835,Breathing rate increased,SY
C0231835,Respiratory rate high,SY
C0231835,[D]Tachypnea (context-dependent category),SY
C0231835,Tachypnea (finding),SY
C0231835,[D]Tachypnea (situation),SY
C0231835,[D]Tachypnoea (situation),SY
C0231835,rapid breathing (symptom),SY
C0231835,tachypnea (physical finding),SY
C0232462,Decrease in appetite,PT
C0232462,decrease in appetite,SY
C0232462,APPETITE DECREASE,SY
C0232462,APPETITE DECREASED,SY
C0232462,appetite decreased,SY
C0232462,appetite decrease,SY
C0232462,appetite decreasing,SY
C0232462,appetites decrease,SY
C0232462,decrease appetite,SY
C0232462,decreased appetite,SY
C0232462,Appetite decreased NOS,SY
C0232462,Decreased;appetite,SY
C0232462,Decreased appetite,SY
C0232462,Decreased food appetite,SY
C0232462,Food appetite,SY
C0232462,decreased,SY
C0232462,Poor appetite,SY
C0232462,appetite poor,SY
C0232462,POOR APPETITE,SY
C0232462,poor appetite,SY
C0232462,Poor;appetite,SY
C0232462,Reduced appetite,SY
C0232462,reduced appetite,SY
C0232462,appetite reducing,SY
C0232462,Inappetence,SY
C0232462,Decrease in appetite (finding),SY
C0232462,Hyporexia,SY
C0232462,decreased appetite (symptom),SY
C0232487,Abdominal discomfort,PT
C0232487,DISCOMFORT ABDOMINAL,SY
C0232487,Discomfort abdominal,SY
C0232487,Discomfort;abdominal,SY
C0232487,ABDOMINAL DISCOMFORT,SY
C0232487,abdominal discomfort,SY
C0232487,Abdo. discomfort,SY
C0232487,abdomen discomfort,SY
C0232487,ABDOMEN DISCOMFORT,SY
C0232487,Abdominal discomfort (finding),SY
C0234238,Ache,PT
C0234238,ACHE,SY
C0234238,ache,SY
C0234238,Ached,SY
C0234238,Aches,SY
C0234238,Aching,SY
C0234238,aches,SY
C0234238,aching,SY
C0234238,Ache NOS,SY
C0234238,Aching pain,SY
C0234238,pain aching,SY
C0234238,aching pain,SY
C0234238,pain aching (symptom),SY
C0234238,ACH,SY
C0234238,achs,SY
C0234238,Aching pain (finding),SY
C0234238,Aching sensation quality (qualifier value),SY
C0234238,Aching sensation quality,SY
C0234238,ach pain,SY
C0234428,Disturbance of consciousness,PT
C0234428,CONSCIOUSNESS DISTURBANCE,SY
C0234428,Consciousness Disturbances,SY
C0234428,Consciousness disturbance NOS,SY
C0234428,consciousness disturbance,SY
C0234428,Disturbances of consciousness,SY
C0234428,Alteration of consciousness,SY
C0234428,alteration of consciousness,SY
C0234428,Impaired consciousness,SY
C0234428,impaired consciousness,SY
C0234428,Altered consciousness,SY
C0234428,altered consciousness,SY
C0234428,Lowered consciousness,SY
C0234428,Reduced consciousness/confusion,SY
C0234428,Consciousness abnormal,SY
C0234428,Disturbance of consciousness (finding),SY
C0234428,Consciousness disturbance NOS (finding),SY
C0235299,Right upper quadrant pain,PT
C0235299,PAIN RIGHT UPPER QUADRANT,SY
C0235299,pain quadrant right upper,SY
C0235299,pain right upper quadrant,SY
C0235299,pain upper right quadrant,SY
C0235299,upper right quadrant pain,SY
C0235299,Pain right upper quadrant,SY
C0235299,Pain;right upper quadrant,SY
C0235299,RIGHT UPPER QUADRANT PAIN,SY
C0235299,right upper quadrant pain,SY
C0235299,right upper quaDrant pain,SY
C0235299,right upper quadrant abdominal pain,SY
C0235299,RIGHT UPPER QUADRANT,SY
C0235299,right upper quadrant,SY
C0235299,abdominal pain right upper quadrant,SY
C0235299,RUQ abdominal pain,SY
C0235299,RUQ ABDOMINAL PAIN,SY
C0235299,ruq abdominal pain,SY
C0235299,Pain right upper quandrant,SY
C0235299,right upper quandrant pain,SY
C0235299,PAIN RIGHT UPPER QUANDRANT,SY
C0235299,[D] Right upper quadrant pain,SY
C0235299,RUQ pain,SY
C0235299,ruq pain,SY
C0235299,Hypochondrium pain right,SY
C0235299,ABDOMEN RUQ PAIN,SY
C0235299,[D] Right upper quadrant pain (context-dependent category),SY
C0235299,Right upper quadrant pain (finding),SY
C0235299,[D] Right upper quadrant pain (situation),SY
C0235299,Abdmnal pain rt upr quad,SY
C0235299,right upper quadrant abdominal pain (symptom),SY
C0235299,abdominal pain in the right upper belly (RUQ),SY
C0238990,Acute lower respiratory tract infection,PT
C0238990,infection; respiratory tract,SY
C0238990,lower,SY
C0238990,lower (acute),SY
C0238990,respiratory tract; infection,SY
C0238990,acute lower respiratory tract infection,SY
C0238990,Acute (lower) respiratory (tract) infection NOS,SY
C0238990,chest infection,SY
C0238990,chest infections,SY
C0238990,infection chest,SY
C0238990,Acute lower resp tr infection,SY
C0238990,Unspecified acute lower respiratory infection,SY
C0238990,acute lower respiratory tract infection (diagnosis),SY
C0238990,acute lower respiratory infection,SY
C0238990,lower respiratory tract,SY
C0238990,Acute lower respiratory tract infection (disorder),SY
C0239521,Facial rash,PT
C0239521,FACIAL RASH,SY
C0239521,facial rash,SY
C0239521,Eruption facial,SY
C0239521,Rash on face,SY
C0239521,rash on face,SY
C0239521,face rash,SY
C0239521,Rash face,SY
C0241144,Petechiae of skin,PT
C0241144,SKIN PETECHIA,SY
C0241144,Skin Petechiae,SY
C0241144,Skin petechiae,SY
C0241144,petechial hemorrhages,SY
C0241144,petechial hemorrhage,SY
C0241144,Petechiae,SY
C0241144,petechiae,SY
C0241144,PETECHIA,SY
C0241144,petechia,SY
C0241144,Petechial rash,SY
C0241144,RASH PETECHIAL,SY
C0241144,PETECHIAL RASH,SY
C0241144,petechial rash,SY
C0241144,Petechial eruption,SY
C0241144,Petechiae of skin (disorder),SY
C0241144,petechial hemorrhages (___cm),SY
C0241144,petechial hemorrhages (physical finding),SY
C0241144,petechiae (diagnosis),SY
C0242073,Pulmonary congestion,PT
C0242073,CONGESTION PULMONARY,SY
C0242073,congestion pulmonary,SY
C0242073,Congestion pulmonary,SY
C0242073,congestion; pulmonary,SY
C0242073,PULMONARY CONGESTION,SY
C0242073,pulmonary congestion,SY
C0242073,Lung congestion,SY
C0242073,congestion lung,SY
C0242073,Congestion - lung,SY
C0242073,congestion; lung,SY
C0242073,lung congestion,SY
C0242073,congestion lungs,SY
C0242073,chest congestion,SY
C0242073,Congestion;chest,SY
C0242073,CHEST CONGESTION,SY
C0242073,Chest congestion,SY
C0242073,congestion chest,SY
C0242073,Pulmonary congestion (disorder),SY
C0242073,Congestive lung,SY
C0242073,lung; congestive,SY
C0242073,congestive; lung,SY
C0242104,Sputum production,PT
C0242104,production sputum,SY
C0242104,SPUTUM PRODUCTION,SY
C0242104,Sputum Production,SY
C0242104,sputum production,SY
C0242429,Sore Throat,PT
C0242429,THROAT SORE,SY
C0242429,Throat sore,SY
C0242429,SORE THROAT,SY
C0242429,Sore throat,SY
C0242429,sore throat,SY
C0242429,Sore Throats,SY
C0242429,sore throats,SY
C0242429,Sore throat NOS,SY
C0242429,Throat,SY
C0242429,Sore,SY
C0242429,Pain in throat,SY
C0242429,Throat pain,SY
C0242429,PAIN THROAT,SY
C0242429,Pain throat,SY
C0242429,Pain;throat,SY
C0242429,pain; throat,SY
C0242429,throat pain,SY
C0242429,Pharyngeal pain,SY
C0242429,[D]Throat pain,SY
C0242429,Pain in the pharynx,SY
C0242429,PAIN PHARYNX,SY
C0242429,Pain pharynx,SY
C0242429,pain; pharynx,SY
C0242429,pharynx; pain,SY
C0242429,Sore throat symptom,SY
C0242429,sore symptom throat,SY
C0242429,sore throat; (symptom),SY
C0242429,sore throat (symptom),SY
C0242429,Sore throat symptom NOS,SY
C0242429,sore symptoms throat,SY
C0242429,[D]Throat discomfort,SY
C0242429,Throat discomfort,SY
C0242429,throat discomfort,SY
C0242429,Throat soreness,SY
C0242429,throat soreness,SY
C0242429,Pharynx discomfort,SY
C0242429,[D]Throat pain (context-dependent category),SY
C0242429,Pharyngeal pain (finding),SY
C0242429,Pain in throat (finding),SY
C0242429,Sore throat symptom (finding),SY
C0242429,Sore throat symptom NOS (finding),SY
C0242429,Throat soreness (& symptom),SY
C0242429,Faucitis,SY
C0242429,faucitis,SY
C0242429,throat pain (symptom),SY
C0242429,pain; throat (symptom),SY
C0242429,[D]Throat pain (situation),SY
C0242429,SORETHROAT,SY
C0242429,sore throat (diagnosis),SY
C0242429,Sore throat (finding),SY
C0242429,Throat soreness (& symptom) (finding),SY
C0242429,sore throat symptom (non-specific),SY
C0264222,Acute upper respiratory infection,PT
C0264222,acute upper respiratory infection,SY
C0264222,Acute upper respiratory infections,SY
C0264222,Acute upper respiratory infections of unspecified site,SY
C0264222,Acute URI,SY
C0264222,acute uri,SY
C0264222,Acute uri NOS,SY
C0264222,acute uri nos,SY
C0264222,acute uris,SY
C0264222,Acute URI NOS,SY
C0264222,URTI-Acute upper resp infecti,SY
C0264222,Acute upper resp infection,SY
C0264222,URTI - Acute upper respiratory infection,SY
C0264222,Acute upper respiratory infection (disorder),SY
C0264222,upper respiratory tract,SY
C0264222,Acute upper respiratory tract infection,SY
C0264222,upper,SY
C0264222,upper (acute),SY
C0264222,acute upper respiratory infection (diagnosis),SY
C0264222,Acute upper respiratory infections (J00-J06),SY
C0264222,AURTI - Acute upper respiratory tract infection,SY
C0264367,Acute bronchiolitis with bronchospasm,PT
C0264367,acute bronchiolitis with bronchospasm,SY
C0264367,Acute bronchiolitis+bron.spasm,SY
C0264367,Acute bronchiolitis with bronchospasm (disorder),SY
C0264367,bronchospasm; bronchiolitis,SY
C0264367,bronchiolitis; bronchospasm,SY
C0276353,"Influenza due to Influenza virus, type B",PT
C0276353,Influenza caused by Influenza virus,SY
C0276353,type B (disorder),SY
C0276353,type B,SY
C0276353,Influenza caused by Influenza B virus (disorder),SY
C0276353,Influenza due to Influenza B virus,SY
C0276353,Influenza caused by Influenza B virus,SY
C0276353,Influenza due to Influenza virus,SY
C0276353,influenza B (diagnosis),SY
C0276353,influenza B,SY
C0276353,influenza type B,SY
C0281856,Generalized aches and pains,PT
C0281856,Generalised aches and pains,SY
C0281856,Generalized body aches,SY
C0281856,generalized body aches,SY
C0281856,Generalised body aches,SY
C0281856,Generalized body pains,SY
C0281856,body generalized pain,SY
C0281856,Generalized pain,SY
C0281856,generalized,SY
C0281856,Pain generalized,SY
C0281856,PAIN GENERALIZED,SY
C0281856,Pain;generalized,SY
C0281856,pain; generalized,SY
C0281856,Generalized Pain,SY
C0281856,generalized; pain,SY
C0281856,generalized pain,SY
C0281856,Generalized pain NOS,SY
C0281856,Generalised pain,SY
C0281856,generalised,SY
C0281856,Pain;generalised,SY
C0281856,generalised pain,SY
C0281856,[D]General aches and pains,SY
C0281856,General aches and pains,SY
C0281856,general aches pains,SY
C0281856,[D]Pain,SY
C0281856,Generalized aching,SY
C0281856,aches generalized,SY
C0281856,generalised aching,SY
C0281856,generalized ache,SY
C0281856,Generalised aching,SY
C0281856,Ache;generalised,SY
C0281856,Ache;generalized,SY
C0281856,generalised aches,SY
C0281856,generalized aches,SY
C0281856,ACHE DIFFUSE,SY
C0281856,Pain general/multiple sites,SY
C0281856,General body pain,SY
C0281856,body general pain,SY
C0281856,Generalized aches and pains (finding),SY
C0281856,Generalised aches and pains (finding),SY
C0281856,generalized (context-dependent category),SY
C0281856,generalized (situation),SY
C0281856,generalised (situation),SY
C0281856,generalized pain (symptom),SY
C0302295,Eruptions,PT
C0302295,ERUPTIONS,SY
C0302295,eruptions,SY
C0302295,eruption,SY
C0302295,017-018 ERUPTIONS,SY
C0302295,Eruption (morphologic abnormality),SY
C0311394,Difficulty walking,PT
C0311394,WALKING DIFFICULTY,SY
C0311394,walking difficulty,SY
C0311394,Walking difficulty,SY
C0311394,Walking,SY
C0311394,Difficulty,SY
C0311394,walking; difficulty,SY
C0311394,DIFFICULTY WALKING,SY
C0311394,difficulty walking,SY
C0311394,Difficulty Walking,SY
C0311394,Difficulty in walking,SY
C0311394,Difficulty in walking NOS,SY
C0311394,difficulties walking,SY
C0311394,difficulties walk,SY
C0311394,Difficulty;walking,SY
C0311394,Walking difficulties,SY
C0311394,difficulty in walking,SY
C0311394,Gait difficulty,SY
C0311394,difficulties gait,SY
C0311394,Walking disability,SY
C0311394,Impaired walking,SY
C0311394,Impaired Walking,SY
C0311394,Walking Problems,SY
C0311394,problems walking,SY
C0311394,Problem;walking,SY
C0311394,problem with walking,SY
C0311394,Difficulty walking (finding) [Ambiguous],SY
C0311394,Difficulty walking (finding),SY
C0311394,Difficulty in walking NOS (finding),SY
C0311394,Difficulty in walking (finding),SY
C0311394,Walking disability (finding),SY
C0311394,difficult; walking,SY
C0311394,Ambulation Difficulty,SY
C0311394,Difficulties,SY
C0311394,Ambulation,SY
C0311394,Ambulation Difficulties,SY
C0311394,Difficulty Ambulation,SY
C0311394,Ambulatory Difficulty,SY
C0311394,Ambulatory Difficulties,SY
C0311394,Ambulatory,SY
C0311394,difficulty walking (symptom),SY
C0311394,difficulty in walking (diagnosis),SY
C0339951,"Pneumonia, organism unspecified",PT
C0339951,Pneumonia; organism unspecified,SY
C0339951,unspecified organism,SY
C0339951,Pneumonia due to unspecified organism,SY
C0339951,organism unspecif.,SY
C0339951,pneumonia organism nos,SY
C0339951,organism NOS,SY
C0339951,PNEUMONIA ORGANISM NOS,SY
C0339951,organism pneumonia,SY
C0339951,organisms pneumonia,SY
C0339951,pneumonia organism,SY
C0339951,Pneumonia due to unspecified organism (disorder),SY
C0348713,Other specified respiratory disorders,PT
C0348713,Respiratory system dis.OS,SY
C0348713,Other specified diseases of respiratory system,SY
C0348713,Other specfd resp disorders,SY
C0348713,[X]Other specfd resp disorders,SY
C0348713,[X]Other specified respiratory disorders,SY
C0348713,Other specified diseases of respiratory system (disorder),SY
C0348713,[X]Other specified respiratory disorders (disorder),SY
C0370205,Specimen Type - Sputum - coughed,PT
C0370205,coughed sputum,SY
C0370205,Sputum - coughed,SY
C0370205,cough sputum,SY
C0370205,sputum cough,SY
C0392171,Influenza-like symptoms,PT
C0392171,INFLUENZA-LIKE SYMPTOMS,SY
C0392171,influenza like symptoms,SY
C0392171,Flu-like symptoms,SY
C0392171,FLU-LIKE SYMPTOMS,SY
C0392171,Flu-Like Symptoms,SY
C0392171,flu like symptoms,SY
C0392171,flu-like symptoms,SY
C0392171,FLU LIKE SYMPTOMS,SY
C0392171,Flu like symptoms,SY
C0392171,Influenza-Like Illness,SY
C0392171,flu-like symptoms (symptom),SY
C0392171,Influenza-like symptoms (finding),SY
C0392674,Exhaustion,PT
C0392674,EXHAUSTION,SY
C0392674,exhaustion,SY
C0392674,Exhausted,SY
C0392674,exhausted,SY
C0392674,Washed out,SY
C0392674,Washed-out,SY
C0392674,Worn out,SY
C0392674,worn out,SY
C0392674,Exhaustion (finding),SY
C0423665,Hand joint pain,PT
C0423665,Joint pain-hand,SY
C0423665,hand; pain,SY
C0423665,joint,SY
C0423665,hand joint pain,SY
C0423665,hand; joint pain,SY
C0423665,hand joints pain,SY
C0423665,hands joint pain,SY
C0423665,hands joints pain,SY
C0423665,hand,SY
C0423665,Pain in joints of hand NOS,SY
C0423665,Pain in joints of hand,SY
C0423665,Pain in joint involving hand,SY
C0423665,Arthralgia of the hand,SY
C0423665,arthralgia - hand,SY
C0423665,Arthralgia of hand,SY
C0423665,Arthralgia of hand (diagnosis),SY
C0423665,Hand joint pain (finding),SY
C0424424,Refusing food,PT
C0424424,Will not eat,SY
